,close,open,high,low,estimated-transaction-volume-usd,n-transactions,hash-rate,difficulty,cost-per-transaction,output-volume,trade-volume,Gold price,USD-CNY Price,Wikiviews
2017-01-12,806.0538280000001,778.839783,831.442185,748.698368,303994536.99954903,295125.0,2897297.86405773,336899932795.0,5.96202090950719,3521724.1432035,28015965.7428,"1,283.10",6.8915,8944
2017-01-13,827.310924,806.053855,831.181634,776.802413,246890176.53176698,272747.0,2528855.36111398,336899932795.0,5.79404997726875,2361739.55816022,14078161.6472,"1,295.60",6.9005,8461
2017-01-14,817.6709179999999,827.308453,838.462239,808.878295,160003664.087728,242269.0,2880550.47756029,336899932795.0,7.7546010293469205,1500321.71960313,9404142.0,,,6769
2017-01-15,821.4871870000001,817.6711230000001,822.860239,807.731692,157085269.544606,235999.0,2796813.54507307,336899932795.0,7.45382370860672,1725125.55521011,5423872.0505,"1,296.00",,4410
2017-01-16,831.648372,821.4871870000001,836.161989,817.273138,208260163.869729,267640.0,2830308.31806796,336899932795.0,6.8839410352612695,2087940.54585886,3474817.1122,"1,298.90",6.9009,6760
2017-01-17,905.013416,831.648372,908.0836019999999,829.154941,291783384.76445097,292697.0,2646087.06659608,336899932795.0,6.3179033470044414,2310740.48936347,5119513.7008,"1,300.70",6.8546,9082
2017-01-18,887.397051,905.048406,914.635971,851.3467609999999,258544170.65519503,297100.0,2528855.36111398,336899932795.0,5.867552838816791,1935116.59199936,11126738.064000001,"1,290.50",6.839,7310
2017-01-19,902.151239,887.3970289999999,908.0797359999999,884.24951,232438071.96203798,300605.0,2914045.25055518,336899932795.0,6.785850626098981,2603895.11021255,9856912.8768,"1,284.20",6.8712,7845
2017-01-20,895.4843199999999,902.151242,902.3733199999999,883.185968,230847365.361512,298377.0,3165256.04801683,336899932795.0,7.51814292256151,2588414.22285186,10059712.179,"1,280.60",6.8765,5719
2017-01-21,924.1671550000001,895.4843199999999,928.7795570000001,894.537622,210309696.023502,263562.0,3031276.95603728,336899932795.0,8.25555596053456,1533463.23287315,5933570.217999999,,,4105
2017-01-22,923.4130460000001,924.168452,938.3657,892.908367,210313964.544514,236886.0,3398969.89226469,339477557142.08,8.759777332451732,1135726.93181572,5415815.3595,,,4347
2017-01-23,914.99,923.4130460000001,927.9938710000001,914.260308,196893334.81112298,235530.0,2715269.05186662,392963262344.0,7.14951426873412,1522815.66754358,6593137.6555,"1,288.00",6.8539,7869
2017-01-24,886.142057,914.7508640000001,923.440142,884.5025619999999,237838497.61272797,278177.0,2910612.14912321,392963262344.0,6.50967287143476,1956073.1357115002,3210327.312,"1,293.40",6.859,6783
2017-01-25,893.60059,886.141964,902.6932039999999,885.8258210000001,266770577.731972,304727.0,2930146.45884887,392963262344.0,5.85343030683339,1930677.6361901,8342618.2107,"1,303.10",6.8836,6104
2017-01-26,915.431075,893.60059,918.415228,893.5863720000001,224547250.604306,313755.0,3066886.62692848,392963262344.0,5.943705466991481,2113175.40297516,4730355.2448,"1,300.00",6.8817,5788
2017-01-27,917.259501,915.431075,922.218914,908.5052539999999,172519954.089837,263332.0,3320832.65336205,392963262344.0,7.784996433107049,1800256.1783777,4725016.2335,"1,327.20",6.8817,5867
2017-01-28,919.385524,917.259501,923.232016,917.0287720000001,112142903.966695,246395.0,2969215.07830019,392963262344.0,7.59248618931995,1249362.25322994,4435282.6941,,,6059
2017-01-29,913.074384,919.385775,923.5078369999999,912.2181949999999,133740567.74845201,241627.0,3262229.72418507,392963262344.0,8.344249086183469,1375857.61441291,1080471.6578,,,4559
2017-01-30,919.543827,913.0660230000001,922.102217,910.9672109999999,148216976.17515,247408.0,2852009.21994623,392963262344.0,7.1942955906618895,1462181.22228701,1219424.7139,"1,318.70",6.8817,6575
2017-01-31,967.177316,919.544655,969.7347550000001,919.2164640000001,223566247.35351002,307683.0,2832474.91022057,392963262344.0,6.01768913189268,1791768.77982264,2851760.8,"1,320.10",6.8817,6785
2017-02-01,983.683419,967.177316,985.675321,962.925078,263375235.39007998,350560.0,3750587.46732655,392963262344.0,7.0791515997670995,2078948.61654928,9219042.353,"1,305.50",6.8817,7279
2017-02-02,1007.271509,983.683419,1010.2875210000001,975.261116,212437107.387626,259559.0,3066886.62692848,392963262344.0,8.14953542491348,1851685.6656797,6847946.828,"1,308.70",6.8817,6503
2017-02-03,1016.5128880000001,1007.271509,1023.065325,993.3711789999999,267577532.23583198,323563.0,2910612.14912321,392963262344.0,6.33718485470554,2438292.66080781,8336697.8968,"1,298.00",6.8697,5933
2017-02-04,1032.7192300000002,1016.512908,1039.931374,1003.959401,215469986.8539,284778.0,3043000.84286989,393567551403.428,6.93647655890516,2118864.57790253,11076567.1785,,,4401
2017-02-05,1012.4029300000001,1032.708188,1032.749606,1003.915822,193687212.238291,292101.0,3336807.82080216,422170566883.0,7.522438960844129,1800248.44228854,5977596.7455,,,4477
2017-02-06,1023.212862,1012.4029300000001,1029.410062,1009.150567,218963129.707101,230027.0,2623276.58868094,422170566883.0,7.64130105273798,1679402.41655708,4399431.5176,"1,303.20",6.863,6576
2017-02-07,1052.411201,1023.211787,1054.191305,1022.704267,264475739.98415497,325268.0,3168918.11912658,422170566883.0,6.63131805355775,2038903.52207668,5203836.3972,"1,284.40",6.8843,6864
2017-02-08,1052.015613,1052.411201,1069.563719,1020.5905710000001,269607888.246346,308316.0,3063987.05557934,422170566883.0,6.762616988184509,1959826.10628616,5657035.6608,"1,290.50",6.8723,6687
2017-02-09,985.4736949999999,1052.011401,1077.8190220000001,942.9174810000001,377801460.06872797,346544.0,3546669.94789663,422170566883.0,6.794408768767389,3197018.87218555,10110844.072,"1,279.60",6.8689,6764
2017-02-10,995.5525220000001,985.468401,1004.7687980000001,953.622974,289197728.970044,301789.0,3105959.48099823,422170566883.0,6.38121453966524,2744074.81923344,24729127.246999998,"1,283.40",6.8785,6399
2017-02-11,1008.183418,995.5525759999999,1015.072825,988.620595,161865706.021406,262686.0,2917083.5666132006,422170566883.0,7.055583881516419,1418142.39805423,10764385.1601,,,4032
2017-02-12,998.0236050000001,1008.183434,1009.993147,994.551885,116966457.11901599,237744.0,2959055.9920321,422170566883.0,7.77919643813921,954999.5675677491,4532429.058999999,,,4296
2017-02-13,1000.2961210000001,998.0399050000001,1007.4435060000001,977.462082,192208412.121705,288290.0,3420752.67163994,422170566883.0,7.499876742304269,1591074.64555234,2685405.7308,"1,293.80",6.8815,6383
2017-02-14,1012.5460720000001,1000.2954880000001,1018.3533130000001,990.4391880000001,234339661.006721,315084.0,3546669.94789663,422170566883.0,7.2301336458193495,1925169.97318269,4552916.952,"1,294.70",6.8674,6033
2017-02-15,1013.5471210000001,1012.5460529999999,1015.285913,1004.023428,202429312.98124,294786.0,2917083.5666132006,422170566883.0,6.368194448709691,1750347.68364849,6808142.7824,"1,303.40",6.8711,6309
2017-02-16,1035.50956,1013.5471220000001,1041.804486,1013.5471220000001,212531599.764896,283203.0,3189904.33183602,422170566883.0,7.425734197747951,2986480.93924548,3130779.4375,"1,311.40",6.8537,6555
2017-02-17,1055.786126,1035.50956,1061.9455970000001,1034.350588,271435652.772007,319767.0,3168918.11912658,422170566883.0,6.711530096422139,2501945.95773622,6172255.776000001,"1,311.20",6.8665,8035
2017-02-18,1059.611435,1055.786126,1069.965885,1053.532596,179904049.623422,286143.0,3330515.74407375,432944392642.632,7.4695151657384,1248556.85912766,6441223.0365,,,6226
2017-02-19,1055.9416199999998,1060.127018,1064.998112,1045.641084,175243850.854999,251721.0,2936112.56385449,440779902286.0,7.5772257492853,1419255.29316551,4736170.56,"1,336.00",,4152
2017-02-20,1088.965575,1055.941616,1093.819107,1044.4489130000002,192433479.754835,282728.0,3242870.59291391,440779902286.0,7.4884367449537095,1561277.91468098,2386315.596,"1,330.50",6.8785,6206
2017-02-21,1128.325769,1088.965575,1131.154839,1082.230885,235255122.879217,279090.0,3023757.71501432,440779902286.0,7.4265127489914295,1754148.40967312,3906984.7618,"1,341.40",6.8841,6848
2017-02-22,1128.462585,1128.325768,1139.408367,1106.612824,220185412.839073,282194.0,3045669.00280428,440779902286.0,7.5628319526244905,2548904.03381841,9464085.0,"1,359.00",6.8777,6635
2017-02-23,1185.9954710000002,1128.459959,1195.391489,1122.6066759999999,320075871.914159,325913.0,3286693.16849383,440779902286.0,7.28182816168332,3342958.4869689997,13221162.2004,"1,372.90",6.8661,6833
2017-02-24,1185.91222,1186.0796699999999,1218.336644,1109.392141,369319167.07207,343805.0,3637273.77313317,440779902286.0,7.78024707569713,1919952.53574804,13376541.7471,"1,379.00",6.869,7607
2017-02-25,1152.5057960000001,1185.91222,1188.623504,1130.666329,244845187.329948,326521.0,3659185.06092313,440779902286.0,8.422135269316241,1233214.15529544,23698060.9008,,,9756
2017-02-26,1179.401572,1152.504435,1184.92638,1134.856959,199581169.873158,265203.0,3900209.22661268,440779902286.0,10.5523847976288,1128100.26650726,7174328.5198,,,8833
2017-02-27,1195.174074,1179.40157,1199.509172,1173.454951,262053158.42580497,284555.0,3155225.44175408,440779902286.0,8.31323353734896,1881223.05020549,4204184.6808,"1,372.20",6.8708,8347
2017-02-28,1190.498788,1195.174075,1214.318731,1179.063374,255334271.595937,325414.0,3352427.03186371,440779902286.0,7.8327582616783,1954778.73833871,5543695.391,"1,370.30",6.8678,8908
2017-03-01,1229.458558,1190.498356,1230.868222,1188.03967,283137400.430745,315883.0,3155225.44175408,440779902286.0,7.75104073100081,2493836.06705262,8993970.4559,"1,346.50",6.8819,10901
2017-03-02,1257.6392970000002,1229.458874,1282.99,1215.657656,431801396.59885097,329428.0,3440072.18302354,440779902286.0,8.35151957263402,2742003.35844938,7330647.813999999,"1,341.40",6.8899,9354
2017-03-03,1289.034005,1257.692044,1293.979126,1257.430122,422240157.203528,337310.0,3458650.32318652,445545600358.47705,8.127873249386798,4558368.40204157,9805104.768,"1,338.10",6.8972,18219
2017-03-04,1268.089252,1289.067373,1291.124578,1240.8882130000002,261984344.99530298,265780.0,3069265.84971519,460769358090.0,9.087586285546449,1974194.90352171,9709655.67,,,9202
2017-03-05,1278.6442789999999,1268.089189,1279.24855,1246.244278,218660855.895447,280739.0,3367030.44707561,460769358090.0,9.25831727839153,1232770.74083629,6237249.654,,,6396
2017-03-06,1279.930685,1278.6442789999999,1286.153998,1269.225262,292613411.67006296,287731.0,3252505.60193699,460769358090.0,9.13034189970902,1915378.9598043999,3827368.3584,"1,351.70",6.8974,10058
2017-03-07,1232.654602,1279.9306880000001,1281.483441,1184.825756,347152744.275,327902.0,3504460.26124197,460769358090.0,8.53351333006872,2099918.94173596,5472869.325,"1,340.20",6.9025,8495
2017-03-08,1149.577012,1232.654602,1242.301673,1144.803524,315179702.137921,297108.0,3252505.60193699,460769358090.0,8.15234663280434,2522734.8445671,17818214.304,"1,337.80",6.9131,7757
2017-03-09,1190.7010289999998,1149.577012,1207.158746,1135.209634,260236116.314366,303632.0,3389935.41610334,460769358090.0,8.073767027055299,5699545.52327655,15451790.959,"1,350.10",6.9113,7891
2017-03-10,1113.99,1190.700516,1336.249606,989.2028720000001,329245440.202684,308482.0,3573175.16832514,460769358090.0,8.62248347560514,2751691.90466802,9159399.6732,"1,321.40",6.9095,10636
2017-03-11,1177.3741810000001,1113.99,1196.354425,1109.025949,243728155.22001803,280681.0,3412840.38513106,460769358090.0,8.66600793835928,1651256.17430029,0.0,,,6554
2017-03-12,1226.299808,1177.374186,1239.330224,1170.164336,209168663.97439,221110.0,3550270.19929742,460769358090.0,11.622891840696001,1201859.26650811,8904291.9292,,,5678
2017-03-13,1243.587215,1226.299808,1247.756962,1215.754684,314605570.27971,273079.0,3321220.50902016,460769358090.0,9.194662026304279,2089770.0201327,7110415.64,"1,331.60",6.9145,8727
2017-03-14,1245.0,1243.587221,1257.949988,1225.858089,347466704.53874,310395.0,3573175.16832514,460769358090.0,8.73878691017233,2703063.85043812,6993851.7896,"1,328.20",6.915,12106
2017-03-15,1257.852613,1245.0,1259.9855220000002,1243.967142,326947684.64684504,292434.0,3252505.60193699,460769358090.0,8.60191896415393,2274799.1552319,7166645.248,"1,343.00",6.9147,10864
2017-03-16,1174.776007,1257.86225,1258.183272,1132.2877349999999,526589907.07646394,327034.0,3504460.26124197,460769358090.0,8.18314863202713,3316344.04046339,4909138.08,"1,338.30",6.898,9607
2017-03-17,1070.077536,1174.775847,1174.775847,1066.241926,552676695.368399,292196.0,3641704.83720129,469886043903.46796,8.45295245906405,3122262.97578242,60265229.788,"1,323.90",6.9034,9218
2017-03-18,969.084683,1070.0690240000001,1096.725105,938.4072800000001,393335618.185788,263530.0,3712647.13922469,475705205061.0,8.685396764409731,2599334.28131551,63263946.141,,,7668
2017-03-19,1016.451782,969.0772699999999,1058.31756,969.0755800000001,248882114.086564,269336.0,3925474.04529489,475705205061.0,8.5926961523148,6345239.35675552,20683899.5819,,,6466
2017-03-20,1039.352301,1016.451785,1051.959655,1012.580915,301488144.209954,277033.0,3216051.02506088,475705205061.0,7.27037483173421,3296575.0097904,12339031.851,"1,317.10",6.9085,11100
2017-03-21,1114.714779,1039.35524,1118.969002,1039.308207,330728552.76381004,288055.0,3357935.62910768,475705205061.0,7.6601827516511705,6200927.72223914,7726450.75,"1,320.60",6.887,9895
2017-03-22,1038.140962,1114.714959,1114.7389970000002,989.029319,388745237.566684,316593.0,3807236.87525589,475705205061.0,7.58071627356613,5240108.86225002,12365630.34,"1,324.70",6.8828,7650
2017-03-23,1029.479317,1038.140963,1053.915563,1015.458476,312768150.521022,287871.0,3499820.23315448,475705205061.0,7.505774550519661,2379458.031922,14976790.05,"1,328.50",6.8861,7643
2017-03-24,934.0551039999999,1029.479317,1030.5660070000001,923.171326,415158515.53929704,289521.0,4161948.3853728995,475705205061.0,8.30842585909628,3876256.75352725,6018705.3654,"1,319.00",6.8837,6676
2017-03-25,964.688788,933.9883199999999,974.358591,891.35,307287313.58896804,242975.0,3145108.72303748,475705205061.0,7.0551322632065405,3359560.98986222,14801847.5571,,,4807
2017-03-26,,,,,234975161.590919,221915.0,3925474.04529489,475705205061.0,9.80222608212724,1772687.27305646,13114894.9084,,,5400
2017-03-27,967.9644119999999,964.688788,1003.444376,948.98239,304061325.490617,232291.0,3121461.28902967,475705205061.0,7.9378292468275795,2337117.3344852002,8661711.372000001,"1,300.40",6.8728,7260
2017-03-28,1041.913392,967.9960960000001,1043.604534,959.102241,426602354.326583,294001.0,3665352.27120909,475705205061.0,7.70209619944556,2332205.31071143,9014906.7008,"1,295.30",6.8802,7253
2017-03-29,1044.733653,1041.9133789999998,1066.236443,1017.0482800000001,270264531.240309,283931.0,3263345.89307648,475705205061.0,7.15540999641889,1812147.84262914,9517288.7961,"1,290.10",6.89,6807
2017-03-30,1041.343323,1044.733653,1058.326056,1009.6479630000001,345704441.18458396,288788.0,4073274.03319987,482855238676.823,8.19619696206767,2164789.74479874,9746180.117999999,"1,274.80",6.8894,7351
2017-03-31,1041.0556470000001,1041.3432599999999,1051.789658,1023.370498,463530445.131001,259403.0,3352999.96635355,499635929816.0,7.85131850805494,3573848.96368429,8954743.434,"1,263.30",6.8871,6512
2017-04-01,1081.309342,1041.0459349999999,1089.311897,1040.975022,275732331.549016,255871.0,3278488.85599014,499635929816.0,7.8454803076697806,2859605.75589007,12976190.5924,,,5436
2017-04-02,1092.4799,1081.2812310000002,1106.565244,1070.372702,278337308.604414,244203.0,3924251.81247304,499635929816.0,9.66216765766556,4026308.73617345,5637552.8121,,,4688
2017-04-03,1107.694454,1092.47992,1117.29634,1081.234591,357722808.461735,288141.0,4371318.47465352,499635929816.0,9.849754588590939,4163240.2137806,8283501.7002,"1,257.60",6.8871,7765
2017-04-04,1149.48146,1107.694476,1157.201568,1107.68897,348486729.24138796,256015.0,3104629.59847551,499635929816.0,7.89152098172557,2476603.49839915,12663966.7572,"1,257.30",6.8871,7558
2017-04-05,1143.453999,1149.4814720000002,1161.656916,1125.609582,376232820.376534,316555.0,4023599.95962426,499635929816.0,8.17680983458892,2295660.84994724,8465575.6662,"1,251.70",6.8948,6730
2017-04-06,1133.818106,1143.453979,1145.177126,1113.413014,366852393.93401,290465.0,3651044.4078071998,499635929816.0,8.314455632286661,2045375.19459594,6324972.7117,"1,260.40",6.8978,6626
2017-04-07,1192.3,1133.817368,1204.83348,1133.789498,411459319.524365,295463.0,4023599.95962426,499635929816.0,9.22496516883797,5893220.1862936,10899686.0094,"1,240.10",6.9004,5923
2017-04-08,1193.471113,1192.3,1202.973004,1177.366229,201802714.52164,226959.0,3402674.03992916,499635929816.0,9.92163882683571,9838136.84090671,6501790.9896,,,4617
2017-04-09,1184.616089,1193.471113,1198.138234,1171.37112,218412547.317557,238286.0,3949088.84926085,499635929816.0,10.9872995004448,1512371.72667518,3218963.1595,,,4384
2017-04-10,1210.688079,1184.616089,1219.971707,1176.58332,276975890.505248,273384.0,3675881.444595,499635929816.0,8.96837797015575,2077781.89695061,5802630.435,"1,242.20",6.9031,6734
2017-04-11,1210.809409,1210.690544,1219.4556109999999,1202.777951,353047267.58305,307893.0,4147785.14356328,499635929816.0,9.217683955981029,2024632.20661534,4424401.0344,"1,262.20",6.8923,9639
2017-04-12,1223.071493,1210.8094230000002,1231.145569,1202.597292,324225506.231086,278093.0,3526859.22386818,499635929816.0,8.78243641348137,2068435.88265546,4252905.1831,"1,251.00",6.8915,6869
2017-04-13,1214.706439,1223.071493,1227.691667,1211.017676,296565393.518839,228679.0,3287972.00662321,517807877351.858,9.41082438847423,2143228.00545795,4211442.231000001,"1,263.60",6.89,6286
2017-04-14,1175.832758,1214.706439,1218.799626,1149.383592,355707471.958529,290208.0,3598646.52693406,520808749422.0,8.0623079402061,2216168.37031119,8385171.8254,"1,264.50",6.8854,5424
2017-04-15,1171.510567,1175.832758,1196.347831,1167.5263009999999,274787437.027829,270705.0,3909321.04724491,520808749422.0,9.134556391375028,1610347.3036073,10502646.7896,,,4040
2017-04-16,1178.689582,1171.510567,1194.88334,1167.04,248893303.71512797,211829.0,3779873.33044872,520808749422.0,11.285446143791699,1902570.09487094,10847276.465,,,3944
2017-04-17,1177.327725,1178.677177,1192.574703,1171.5422130000002,355041523.977341,245184.0,3572756.98357482,520808749422.0,9.38516282180037,2451805.09494575,3130012.103,"1,262.60",6.8823,7993
2017-04-18,1188.308517,1177.327725,1196.21044,1169.793171,346671691.309516,303091.0,3779873.33044872,520808749422.0,8.24049615392589,2456420.95456178,4149184.1107,"1,239.00",6.8819,10243
2017-04-19,1201.962894,1188.329806,1207.791255,1188.328083,305279308.340359,310104.0,3702204.70037101,520808749422.0,7.77990389310213,2176695.9899889,6628654.032000001,"1,242.30",6.888,7023
2017-04-20,1210.0063380000001,1201.97758,1210.1958769999999,1191.6278619999998,344219152.696374,267915.0,3598646.52693406,520808749422.0,9.00813475882068,2222758.11604675,7291105.55,"1,255.10",6.8822,7026
2017-04-21,1234.812416,1210.010034,1241.545451,1210.008572,324930181.583255,330354.0,4323553.74099272,520808749422.0,8.79212888745661,2339052.35665682,7401082.1544,"1,251.70",6.8859,6362
2017-04-22,1246.6752279999998,1234.8124050000001,1254.201585,1234.812398,220730616.63885802,268712.0,3753983.78708949,520808749422.0,9.24016170649704,1746209.3123268997,6258143.9864,,,4281
2017-04-23,1241.954858,1246.675383,1249.366027,1215.3330529999998,211860005.848388,245039.0,3961100.13396339,520808749422.0,11.607017707655,1577942.2995459998,5146359.8496,,,4416
2017-04-24,1247.602877,1241.955268,1249.965232,1233.083977,272159698.499277,222671.0,3210303.37654549,520808749422.0,9.731482821361551,1940799.63446909,3232723.2268,"1,240.00",6.8848,8918
2017-04-25,1255.492386,1247.602877,1257.981568,1242.828457,393127864.708434,325387.0,3831652.4171672002,520808749422.0,8.25668428693148,3246840.06083127,3821771.3947,"1,238.10",6.8847,9210
2017-04-26,1277.444117,1255.492386,1282.966923,1254.952139,373574588.153192,334471.0,3961100.13396339,520808749422.0,8.40530428663121,2429753.95319408,6691037.0716,"1,245.20",6.8926,7009
2017-04-27,1292.80873,1277.4499119999998,1316.49697,1276.887828,398959237.374387,297884.0,3814281.63369607,521839702599.075,9.3526070743789,2636893.4472629,11210449.5126,"1,250.90",6.8979,6836
2017-04-28,1341.963818,1292.808626,1349.9482,1291.144552,423281308.506147,305271.0,3528859.19852154,521974519553.0,8.51590765988459,2454474.32371981,8870267.9476,"1,246.70",6.8935,6393
2017-04-29,1349.374115,1341.963817,1367.297574,1300.484228,363036770.92892003,341319.0,4488916.48047225,521974519553.0,9.53166986227116,2085973.14816427,10958367.728,,,4421
2017-04-30,1360.781262,1338.280403,1364.150188,1332.2829160000001,269552199.679596,281489.0,3918071.61012318,521974519553.0,9.94513705902652,1786432.98478775,5235290.85,,,9047
2017-05-01,1378.768955,1360.781262,1388.5171599999999,1334.479597,446976193.58285594,294786.0,3892124.1160164,521974519553.0,9.971523340698349,2509004.84642658,4794962.352,"1,229.30",6.8935,6330
2017-05-02,1430.801742,1378.7689679999999,1461.474612,1374.055867,458087464.420064,333161.0,4099704.06887061,521974519553.0,9.7638044893811,2531694.30522712,11963301.4782,"1,225.30",6.896,8339
2017-05-03,1463.671881,1430.799662,1484.045543,1420.36124,468116196.038201,295149.0,3425069.22209443,521974519553.0,9.49152071092852,2625551.83579827,12982815.390999999,"1,229.40",6.8989,8480
2017-05-04,1511.526582,1463.671919,1518.437226,1448.817137,635339356.0266321,354737.0,4359179.00993837,521974519553.0,10.63738900782,2892428.85815541,16612962.93,"1,237.80",6.8962,9151
2017-05-05,1544.9255130000001,1505.579893,1620.707461,1453.529827,590516942.1674191,267193.0,3347226.73977411,521974519553.0,11.088330453776901,2863316.31076466,30064114.3959,"1,238.40",6.9031,7881
2017-05-06,1527.2028599999999,1544.872852,1613.517379,1497.402892,472765822.94353604,363022.0,4359179.00993837,521974519553.0,10.293458203122,2713257.08179424,23708416.5,,,5786
2017-05-07,1566.68584,1527.2028599999999,1579.966306,1520.740647,442601453.18498605,316011.0,4333231.51583159,521974519553.0,11.8071247153021,2213326.70430986,12246037.2252,,,5940
2017-05-08,1566.3728529999998,1566.685982,1582.046952,1537.768305,737787408.6889111,365096.0,4670548.93921968,521974519553.0,11.5369009336445,3877215.60055801,11974645.9524,"1,225.00",6.9045,9620
2017-05-09,1648.717642,1566.376133,1649.6717859999999,1560.2998619999998,759833620.6671361,332879.0,4021861.58655028,521974519553.0,11.571498834509198,3162517.25139159,31765892.653,"1,205.40",6.9074,11387
2017-05-10,1719.299697,1648.717738,1760.7036269999999,1631.10547,743762053.06786,311391.0,4119773.00240534,555092980096.736,12.2777204363679,3874769.78499685,28897787.61,"1,201.90",6.9032,11724
2017-05-11,1779.425439,1719.29974,1792.2390649999998,1686.58435,668519296.13184,294743.0,3757901.04949136,559970892890.0,12.2260378997121,3043753.15753014,20004146.2148,"1,203.10",6.9037,10790
2017-05-12,1835.265397,1779.349005,1887.139027,1754.0116649999998,613819101.5788,317698.0,4286790.82682718,559970892890.0,12.6224379501757,3073037.69219212,26974512.67,"1,216.10",6.8994,18593
2017-05-13,1695.79,1835.265397,1837.063069,1650.654566,426951909.09161204,329266.0,4398136.043108401,559970892890.0,11.8070440595594,3010157.61381842,28851381.4064,,,17754
2017-05-14,1790.952773,1695.79,1790.964103,1610.402113,453587626.13272196,369098.0,4565153.86753024,559970892890.0,11.589303719029902,2545656.41773744,18680009.827999998,,,15400
2017-05-15,1794.3300739999997,1790.9617059999998,1821.4751489999999,1763.5352149999999,704107293.761399,329229.0,4732171.69195208,559970892890.0,12.9644144672283,3103702.08604029,8581202.0,"1,214.10",6.893,43489
2017-05-16,1746.932976,1794.3302019999999,1797.7578010000002,1699.533748,594333395.307832,233977.0,3674392.13728044,559970892890.0,14.867235871177199,2799129.2160807997,22757892.4713,"1,205.10",6.8867,41933
2017-05-17,1777.02,1746.9330120000002,1779.261311,1707.187727,944733565.5861,317527.0,4314627.13089748,559970892890.0,13.7181464752303,4046479.13624013,28331140.6129,"1,198.40",6.8819,28589
2017-05-18,1808.3386039999998,1777.02,1840.0,1747.01,658815926.229074,288904.0,3952755.1779835,559970892890.0,13.8618654315994,3210225.94467315,31802940.1008,"1,205.10",6.8893,21572
2017-05-19,1891.698409,1808.338942,1893.274051,1796.899752,845185438.8577441,319502.0,4565153.86753024,559970892890.0,15.0717561785921,2945763.68201307,22352517.103,"1,195.00",6.885,17667
2017-05-20,1961.3378260000002,1891.698393,1967.7451260000003,1878.0458649999998,661263295.4410031,352805.0,4592990.17160055,559970892890.0,13.8499725472718,2804084.67104589,27536147.8068,,,11099
2017-05-21,2020.343605,1961.345914,2025.25892,1957.786705,543457757.444168,326057.0,4091936.69833503,559970892890.0,13.701080858245803,2312823.37124217,24757265.5744,,,10426
2017-05-22,2019.5488309999998,2020.3437620000002,2069.6374260000002,1994.4853010000002,920544425.9721099,327868.0,4064100.39426473,559970892890.0,14.901127304200099,3323799.86455834,13597641.384000001,"1,236.10",6.8864,36878
2017-05-23,2100.894781,2019.5488050000001,2240.067027,1987.6246039999999,1021925535.08152,367710.0,4976737.78165219,584152236544.97,15.389202351642098,4112953.88938043,34310649.2288,"1,231.20",6.89,31830
2017-05-24,2266.627547,2100.8125800000003,2267.975104,2096.43978,1085441232.60836,338642.0,4562009.63318118,595921917085.0,16.9835348658372,3588186.52070508,31598452.9344,"1,245.50",6.8899,29688
2017-05-25,2422.603808,2266.627141,2471.640752,2266.506712,1318459470.59989,350114.0,4828620.58576969,595921917085.0,18.8490306323137,3530884.92877644,53625542.6632,"1,235.70",6.8689,31403
